2015/9/5,203,5,35
2015/9/5,145,5,35
2015/9/5,604,5,35
2015/9/5,103,5,35
2015/9/5,53,5,35
2015/9/5,13,5,35
2015/9/5,18,5,35
2015/9/5,23,5,35
2015/9/5,23,5,35
2015/9/5,52,5,35
2015/9/5,466,5,35
2015/9/5,1008,5,35
2015/9/5,57,5,35
2015/9/5,606,5,35
2015/9/6,15,6,36
2015/9/6,57,6,36
2015/9/6,39,6,36
2015/9/6,35,6,36
2015/9/6,59,6,36
2015/9/6,16,6,36
2015/9/6,659,6,36
2015/9/6,53,6,36
2015/9/6,11,6,36
2015/9/6,41,6,36
2015/9/6,102,6,36
2015/9/6,1207,6,36
2015/9/6,206,6,36
2015/9/6,18,6,36
2015/9/6,13,6,36
2015/9/6,13,6,36
2015/9/6,57,6,36
2015/9/6,28,6,36
2015/9/6,28,6,36
2015/9/6,21,6,36
2015/9/6,33,6,36
2015/9/6,77,6,36
2015/9/6,165,6,36
2015/9/6,987,6,36
2015/9/6,66,6,36
2015/9/6,61,6,36
2015/9/6,22,6,36
2015/9/6,54,6,36
2015/9/6,52,6,36
2015/9/6,154,6,36
2015/9/6,14,6,36
2015/9/6,104,6,36
2015/9/6,67,6,36
2015/9/6,23,6,36
2015/9/12,49,5,36
2015/9/12,17,5,36
2015/9/12,11,5,36
2015/9/12,9,5,36
2015/9/12,24,5,36
2015/9/12,106,5,36
2015/9/12,520,5,36
2015/9/12,13,5,36
2015/9/12,181,5,36
2015/9/12,20,5,36
2015/9/12,32,5,36
2015/9/12,204,5,36
2015/9/12,5,5,36
2015/9/12,28,5,36
2015/9/12,9,5,36
2015/9/12,13,5,36
2015/9/12,22,5,36
2015/9/12,203,5,36
2015/9/12,206,5,36
2015/9/12,5,5,36
2015/9/12,12,5,36
2015/9/12,55,5,36
2015/9/12,9,5,36
2015/9/12,158,5,36
2015/9/12,14,5,36
2015/9/12,159,5,36
2015/9/12,41,5,36
2015/9/12,354,5,36
2015/9/12,255,5,36
2015/9/12,20,5,36
2015/9/12,24,5,36
2015/9/12,34,5,36
2015/9/12,10,5,36
2015/9/12,105,5,36
2015/9/12,63,5,36
2015/9/12,54,5,36
2015/9/12,54,5,36
2015/9/12,66,5,36
2015/9/12,82,5,36
2015/9/12,27,5,36
2015/9/12,22,5,36
2015/9/12,17,5,36
2015/9/12,101,5,36
2015/9/12,29,5,36
2015/9/12,301,5,36
2015/9/12,41,5,36
2015/9/12,107,5,36
2015/9/12,59,5,36
2015/9/12,7,5,36
2015/9/13,58,6,37
2015/9/13,54,6,37
2015/9/13,157,6,37
2015/9/13,39,6,37
2015/9/13,404,6,37
2015/9/13,1006,6,37
2015/9/13,21,6,37
2015/9/13,48,6,37
2015/9/13,107,6,37
2015/9/13,34,6,37
2015/9/13,108,6,37
2015/9/13,63,6,37
2015/9/13,105,6,37
2015/9/13,203,6,37
2015/9/13,59,6,37
2015/9/13,34,6,37
2015/9/13,22,6,37
2015/9/13,10,6,37
2015/9/13,29,6,37
2015/9/13,34,6,37
2015/9/13,358,6,37
2015/9/13,37,6,37
2015/9/13,22,6,37
2015/9/13,26,6,37
2015/9/13,21,6,37
2015/9/13,14,6,37
2015/9/13,28,6,37
2015/9/13,28,6,37
2015/9/13,39,6,37
2015/9/13,309,6,37
2015/9/13,43,6,37
2015/9/19,15,5,37
2015/9/19,10,5,37
2015/9/19,105,5,37
2015/9/19,109,5,37
2015/9/19,83,5,37
2015/9/19,33,5,37
2015/9/19,51,5,37
2015/9/19,14,5,37
2015/9/19,33,5,37
2015/9/19,49,5,37
2015/9/19,14,5,37
2015/9/19,31,5,37
2015/9/19,8,5,37
2015/9/19,183,5,37
2015/9/19,50,5,37
2015/9/19,24,5,37
2015/9/19,53,5,37
2015/9/19,206,5,37
2015/9/19,74,5,37
2015/9/19,29,5,37
2015/9/19,57,5,37
2015/9/19,15,5,37
2015/9/19,34,5,37
2015/9/19,48,5,37
2015/9/19,87,5,37
2015/9/19,29,5,37
2015/9/19,106,5,37
2015/9/19,42,5,37
2015/9/19,11,5,37
2015/9/19,29,5,37
2015/9/19,17,5,37
2015/9/19,12,5,37
2015/9/19,101,5,37
2015/9/19,97,5,37
2015/9/19,751,5,37
2015/9/19,6,5,37
2015/9/19,384,5,37
2015/9/19,9,5,37
2015/9/19,109,5,37
2015/9/19,204,5,37
2015/9/19,13,5,37
2015/9/19,17,5,37
2015/9/19,14,5,37
2015/9/19,16,5,37
2015/9/20,205,6,38
2015/9/20,107,6,38
2015/9/20,19,6,38
2015/9/20,101,6,38
2015/9/20,25,6,38
2015/9/20,11,6,38
2015/9/20,265,6,38
2015/9/20,25,6,38
2015/9/20,40,6,38
2015/9/20,204,6,38
2015/9/20,51,6,38
2015/9/20,179,6,38
2015/9/20,107,6,38
2015/9/20,56,6,38
2015/9/20,21,6,38
2015/9/20,37,6,38
2015/9/20,17,6,38
2015/9/20,15,6,38
2015/9/20,15,6,38
2015/9/20,21,6,38
2015/9/20,28,6,38
2015/9/20,50,6,38
2015/9/20,1554,6,38
2015/9/20,24,6,38
2015/9/20,9,6,38
2015/9/20,52,6,38
2015/9/20,5,6,38
2015/9/20,6,6,38
2015/9/20,2,6,38
2015/9/20,82,6,38
2015/9/20,51,6,38
2015/9/20,307,6,38
2015/9/20,109,6,38
2015/9/20,86,6,38
2015/9/26,109,5,38
2015/9/26,16,5,38
2015/9/26,33,5,38
2015/9/26,69,5,38
2015/9/26,55,5,38
2015/9/26,204,5,38
2015/9/26,108,5,38
2015/9/26,30,5,38
2015/9/26,43,5,38
2015/9/26,18,5,38
2015/9/26,14,5,38
2015/9/26,98,5,38
2015/9/26,115,5,38
2015/9/26,41,5,38
2015/9/26,36,5,38
2015/9/26,106,5,38
2015/9/26,106,5,38
2015/9/26,49,5,38
2015/9/27,124,6,39
2015/9/27,10,6,39
2015/9/27,26,6,39
2015/9/27,13,6,39
2015/9/27,48,6,39
2015/10/4,26,6,40
2015/10/4,6,6,40
2015/10/10,43,5,40
2015/10/10,7,5,40
2015/10/10,56,5,40
2015/10/10,55,5,40
2015/10/10,17,5,40
2015/10/10,102,5,40
2015/10/10,28,5,40
2015/10/10,68,5,40
2015/10/10,201,5,40
2015/10/10,64,5,40
2015/10/10,1285,5,40
2015/10/10,207,5,40
2015/10/10,529,5,40
2015/10/10,49,5,40
2015/10/10,78,5,40
2015/10/10,141,5,40
2015/10/10,22,5,40
2015/10/10,167,5,40
2015/10/10,338,5,40
2015/10/10,17,5,40
2015/10/10,38,5,40
2015/10/10,24,5,40
2015/10/10,26,5,40
2015/10/10,101,5,40
2015/10/10,92,5,40
2015/10/10,108,5,40
2015/10/10,83,5,40
2015/10/10,59,5,40
2015/10/10,37,5,40
2015/10/10,51,5,40
2015/10/10,12,5,40
2015/10/10,12,5,40
2015/10/10,18,5,40
2015/10/10,38,5,40
2015/10/10,55,5,40
2015/10/10,14,5,40
2015/10/10,84,5,40
2015/10/10,5,5,40
2015/10/10,203,5,40
2015/10/10,22,5,40
2015/10/10,119,5,40
2015/10/10,10,5,40
2015/10/10,32,5,40
2015/10/10,10,5,40
2015/10/10,26,5,40
2015/10/10,9,5,40
2015/10/10,89,5,40
2015/10/10,53,5,40
2015/10/10,7,5,40
2015/10/11,201,6,41
2015/10/11,52,6,41
2015/10/11,102,6,41
2015/10/11,932,6,41
2015/10/11,41,6,41
2015/10/11,50,6,41
2015/10/11,531,6,41
2015/10/11,22,6,41
2015/10/11,53,6,41
2015/10/11,25,6,41
2015/10/11,24,6,41
2015/10/11,101,6,41
2015/10/11,55,6,41
2015/10/11,151,6,41
2015/10/11,202,6,41
2015/10/11,13,6,41
2015/10/11,115,6,41
2015/10/11,14,6,41
2015/10/11,27,6,41
2015/10/11,34,6,41
2015/10/11,69,6,41
2015/10/11,121,6,41
2015/10/11,69,6,41
2015/10/11,16,6,41
2015/10/11,11,6,41
2015/10/11,108,6,41
2015/10/11,37,6,41
2015/10/11,62,6,41
2015/10/11,15,6,41
2015/10/11,23,6,41
2015/10/11,36,6,41
2015/10/11,9,6,41
2015/10/11,17,6,41
2015/10/11,27,6,41
2015/10/11,34,6,41
2015/10/11,21,6,41
2015/10/17,158,5,41
2015/10/17,14,5,41
2015/10/17,24,5,41
2015/10/17,103,5,41
2015/10/17,21,5,41
2015/10/17,85,5,41
2015/10/17,25,5,41
2015/10/17,4,5,41
2015/10/17,26,5,41
2015/10/17,14,5,41
2015/10/17,602,5,41
2015/10/17,17,5,41
2015/10/17,47,5,41
2015/10/17,52,5,41
2015/10/17,123,5,41
2015/10/17,177,5,41
2015/10/17,102,5,41
2015/10/17,19,5,41
2015/10/17,39,5,41
2015/10/17,102,5,41
2015/10/17,201,5,41
2015/10/17,101,5,41
2015/10/17,9,5,41
2015/10/17,37,5,41
2015/10/17,88,5,41
2015/10/17,104,5,41
2015/10/17,55,5,41
2015/10/17,61,5,41
2015/10/17,15,5,41
2015/10/17,17,5,41
2015/10/17,205,5,41
2015/10/17,29,5,41
2015/10/17,49,5,41
2015/10/17,99,5,41
2015/10/17,19,5,41
2015/10/17,108,5,41
2015/10/17,45,5,41
2015/10/17,16,5,41
2015/10/17,12,5,41
2015/10/17,12,5,41
2015/10/18,29,6,42
2015/10/18,24,6,42
2015/10/18,28,6,42
2015/10/18,825,6,42
2015/10/18,23,6,42
2015/10/18,208,6,42
2015/10/18,502,6,42
2015/10/18,1004,6,42
2015/10/18,5,6,42
2015/10/18,16,6,42
2015/10/18,46,6,42
2015/10/18,108,6,42
2015/10/18,65,6,42
2015/10/18,25,6,42
2015/10/18,53,6,42
2015/10/18,231,6,42
2015/10/18,19,6,42
2015/10/18,16,6,42
2015/10/18,13,6,42
2015/10/18,69,6,42
2015/10/18,24,6,42
2015/10/18,17,6,42
2015/10/24,17,5,42
2015/10/24,10,5,42
2015/10/24,22,5,42
2015/10/24,23,5,42
2015/10/24,186,5,42
2015/10/24,31,5,42
2015/10/24,109,5,42
2015/10/24,28,5,42
2015/10/24,11,5,42
2015/10/24,82,5,42
2015/10/24,11,5,42
2015/10/24,10,5,42
2015/10/24,7,5,42
2015/10/24,24,5,42
2015/10/24,122,5,42
2015/10/24,22,5,42
2015/10/24,199,5,42
2015/10/24,136,5,42
2015/10/24,44,5,42
2015/10/24,16,5,42
2015/10/24,15,5,42
2015/10/24,15,5,42
2015/10/24,17,5,42
2015/10/24,108,5,42
2015/10/24,503,5,42
2015/10/24,48,5,42
2015/10/24,54,5,42
2015/10/24,23,5,42
2015/10/24,8,5,42
2015/10/25,12,6,43
2015/10/25,51,6,43
2015/10/25,189,6,43
2015/10/25,87,6,43
2015/10/25,27,6,43
2015/10/25,358,6,43
2015/10/25,23,6,43
2015/10/25,21,6,43
2015/10/25,28,6,43
2015/10/25,33,6,43
2015/10/25,22,6,43
2015/10/25,703,6,43
2015/10/25,193,6,43
2015/10/25,276,6,43
2015/10/25,345,6,43
2015/10/25,236,6,43
2015/10/25,132,6,43
2015/10/25,279,6,43
2015/10/25,57,6,43
2015/10/25,12,6,43
2015/10/25,25,6,43
2015/10/25,204,6,43
2015/10/25,307,6,43
2015/10/25,7,6,43
2015/10/25,59,6,43
2015/10/25,33,6,43
2015/10/25,69,6,43
2015/10/25,57,6,43
2015/10/25,102,6,43
2015/10/25,18,6,43
2015/10/25,25,6,43
2015/10/31,554,5,43
2015/10/31,54,5,43
2015/10/31,205,5,43
2015/10/31,76,5,43
2015/10/31,133,5,43
2015/10/31,106,5,43
2015/10/31,34,5,43
2015/10/31,16,5,43
2015/10/31,158,5,43
2015/10/31,18,5,43
2015/10/31,717,5,43
2015/10/31,195,5,43
2015/10/31,156,5,43
2015/10/31,16,5,43
2015/10/31,33,5,43
2015/10/31,37,5,43
2015/10/31,24,5,43
2015/10/31,6,5,43
2015/10/31,52,5,43
2015/10/31,254,5,43
2015/10/31,44,5,43
2015/10/31,52,5,43
2015/10/31,16,5,43
2015/10/31,8,5,43
2015/10/31,13,5,43
2015/10/31,29,5,43
2015/10/31,54,5,43
2015/10/31,72,5,43
2015/10/31,109,5,43
2015/10/31,31,5,43
2015/10/31,45,5,43
2015/10/31,69,5,43
2015/10/31,15,5,43
2015/10/31,11,5,43
2015/10/31,6,5,43
2015/10/31,13,5,43
2015/10/31,9,5,43
2015/10/31,33,5,43
2015/10/31,8,5,43
2015/10/31,208,5,43
2015/10/31,8,5,43
2015/10/31,13,5,43
2015/10/31,107,5,43
2015/10/31,61,5,43
2015/10/31,100,5,43
2015/10/31,152,5,43
2015/10/31,25,5,43
2015/10/31,105,5,43
2015/10/31,11,5,43
2015/10/31,16,5,43
2015/10/31,43,5,43
2015/10/31,4,5,43
