2015/9/5,203,5,36
2015/9/5,145,5,36
2015/9/5,604,5,36
2015/9/5,103,5,36
2015/9/5,53,5,36
2015/9/5,13,5,36
2015/9/5,18,5,36
2015/9/5,23,5,36
2015/9/5,23,5,36
2015/9/5,52,5,36
2015/9/5,466,5,36
2015/9/5,1008,5,36
2015/9/5,57,5,36
2015/9/5,606,5,36
2015/9/6,15,6,36
2015/9/6,57,6,36
2015/9/6,39,6,36
2015/9/6,35,6,36
2015/9/6,59,6,36
2015/9/6,16,6,36
2015/9/6,659,6,36
2015/9/6,53,6,36
2015/9/6,11,6,36
2015/9/6,41,6,36
2015/9/6,102,6,36
2015/9/6,1207,6,36
2015/9/6,206,6,36
2015/9/6,18,6,36
2015/9/6,13,6,36
2015/9/6,13,6,36
2015/9/6,57,6,36
2015/9/6,28,6,36
2015/9/6,28,6,36
2015/9/6,21,6,36
2015/9/6,33,6,36
2015/9/6,77,6,36
2015/9/6,165,6,36
2015/9/6,987,6,36
2015/9/6,66,6,36
2015/9/6,61,6,36
2015/9/6,22,6,36
2015/9/6,54,6,36
2015/9/6,52,6,36
2015/9/6,154,6,36
2015/9/6,14,6,36
2015/9/6,104,6,36
2015/9/6,67,6,36
2015/9/6,23,6,36
2015/9/12,49,5,37
2015/9/12,17,5,37
2015/9/12,11,5,37
2015/9/12,9,5,37
2015/9/12,24,5,37
2015/9/12,106,5,37
2015/9/12,520,5,37
2015/9/12,13,5,37
2015/9/12,181,5,37
2015/9/12,20,5,37
2015/9/12,32,5,37
2015/9/12,204,5,37
2015/9/12,5,5,37
2015/9/12,28,5,37
2015/9/12,9,5,37
2015/9/12,13,5,37
2015/9/12,22,5,37
2015/9/12,203,5,37
2015/9/12,206,5,37
2015/9/12,5,5,37
2015/9/12,12,5,37
2015/9/12,55,5,37
2015/9/12,9,5,37
2015/9/12,158,5,37
2015/9/12,14,5,37
2015/9/12,159,5,37
2015/9/12,41,5,37
2015/9/12,354,5,37
2015/9/12,255,5,37
2015/9/12,20,5,37
2015/9/12,24,5,37
2015/9/12,34,5,37
2015/9/12,10,5,37
2015/9/12,105,5,37
2015/9/12,63,5,37
2015/9/12,54,5,37
