2016/1/4,37,0,1
2016/1/4,17,0,1
2016/1/4,108,0,1
2016/1/4,16,0,1
2016/1/4,52,0,1
2016/1/4,58,0,1
2016/1/4,29,0,1
2016/1/4,14,0,1
2016/1/4,11,0,1
2016/1/4,13,0,1
2016/1/4,23,0,1
2016/1/4,207,0,1
2016/1/4,156,0,1
2016/1/4,81,0,1
2016/1/4,101,0,1
2016/1/4,21,0,1
2016/1/4,47,0,1
2016/1/4,120,0,1
2016/1/4,18,0,1
2016/1/4,11,0,1
2016/1/4,106,0,1
2016/1/4,25,0,1
2016/1/4,109,0,1
2016/1/4,7,0,1
2016/1/4,31,0,1
2016/1/4,16,0,1
2016/1/4,211,0,1
2016/1/4,11,0,1
2016/1/4,6,0,1
2016/1/4,17,0,1
2016/1/4,256,0,1
2016/1/4,11,0,1
2016/1/4,206,0,1
2016/1/4,9,0,1
2016/1/4,208,0,1
2016/1/4,104,0,1
2016/1/4,34,0,1
2016/1/5,509,1,1
2016/1/5,109,1,1
2016/1/5,223,1,1
2016/1/5,201,1,1
2016/1/5,39,1,1
2016/1/5,228,1,1
2016/1/5,173,1,1
2016/1/5,518,1,1
2016/1/5,23,1,1
2016/1/5,181,1,1
2016/1/5,1065,1,1
2016/1/5,23,1,1
2016/1/5,143,1,1
2016/1/5,305,1,1
2016/1/5,59,1,1
2016/1/5,504,1,1
2016/1/5,308,1,1
2016/1/5,6,1,1
2016/1/5,63,1,1
2016/1/5,224,1,1
2016/1/5,501,1,1
2016/1/5,1644,1,1
2016/1/5,37,1,1
2016/1/5,209,1,1
2016/1/5,106,1,1
2016/1/5,8,1,1
2016/1/5,58,1,1
2016/1/5,74,1,1
2016/1/5,95,1,1
2016/1/5,86,1,1
2016/1/5,25,1,1
2016/1/5,59,1,1
2016/1/5,25,1,1
2016/1/5,205,1,1
2016/1/5,7,1,1
2016/1/5,82,1,1
2016/1/5,31,1,1
2016/1/5,157,1,1
2016/1/5,8,1,1
2016/1/5,55,1,1
2016/1/5,28,1,1
2016/1/5,89,1,1
2016/1/6,35,2,1
2016/1/6,35,2,1
2016/1/6,34,2,1
2016/1/6,58,2,1
2016/1/6,41,2,1
2016/1/6,54,2,1
2016/1/6,17,2,1
2016/1/6,41,2,1
2016/1/6,57,2,1
2016/1/6,52,2,1
2016/1/6,56,2,1
2016/1/6,41,2,1
2016/1/6,10,2,1
2016/1/6,11,2,1
2016/1/6,88,2,1
2016/1/6,5,2,1
2016/1/6,68,2,1
2016/1/6,607,2,1
2016/1/6,59,2,1
2016/1/6,18,2,1
2016/1/6,4,2,1
2016/1/6,104,2,1
2016/1/6,10,2,1
2016/1/6,56,2,1
2016/1/6,13,2,1
2016/1/6,203,2,1
2016/1/6,148,2,1
2016/1/6,34,2,1
2016/1/6,27,2,1
2016/1/6,7,2,1
2016/1/6,15,2,1
2016/1/6,102,2,1
2016/1/6,27,2,1
2016/1/6,74,2,1
2016/1/6,41,2,1
2016/1/6,41,2,1
2016/1/6,41,2,1
2016/1/6,61,2,1
2016/1/6,88,2,1
2016/1/6,27,2,1
2016/1/6,2,2,1
2016/1/6,232,2,1
2016/1/6,8,2,1
2016/1/6,5,2,1
2016/1/6,3,2,1
2016/1/6,170,2,1
2016/1/6,61,2,1
2016/1/6,12,2,1
2016/1/6,58,2,1
2016/1/6,19,2,1
2016/1/6,302,2,1
2016/1/6,59,2,1
2016/1/6,177,2,1
2016/1/6,10,2,1
2016/1/6,63,2,1
2016/1/6,54,2,1
2016/1/6,45,2,1
2016/1/6,26,2,1
2016/1/6,9,2,1
2016/1/6,107,2,1
2016/1/6,13,2,1
2016/1/6,155,2,1
2016/1/6,7,2,1
2016/1/7,246,3,1
2016/1/7,780,3,1
2016/1/7,47,3,1
2016/1/7,265,3,1
2016/1/7,699,3,1
2016/1/7,642,3,1
2016/1/7,158,3,1
2016/1/7,44,3,1
2016/1/7,44,3,1
2016/1/7,67,3,1
2016/1/7,7,3,1
2016/1/7,23,3,1
2016/1/7,25,3,1
2016/1/7,9,3,1
2016/1/7,13,3,1
2016/1/7,44,3,1
2016/1/7,22,3,1
2016/1/7,12,3,1
2016/1/7,8,3,1
2016/1/7,301,3,1
2016/1/7,166,3,1
2016/1/7,26,3,1
2016/1/7,1004,3,1
2016/1/7,15,3,1
2016/1/7,25,3,1
2016/1/7,11,3,1
2016/1/7,22,3,1
2016/1/7,25,3,1
2016/1/7,16,3,1
2016/1/7,44,3,1
2016/1/7,88,3,1
2016/1/7,8,3,1
2016/1/7,11,3,1
2016/1/7,154,3,1
2016/1/7,26,3,1
2016/1/7,367,3,1
2016/1/7,19,3,1
2016/1/7,33,3,1
2016/1/7,21,3,1
2016/1/7,109,3,1
2016/1/7,55,3,1
2016/1/7,108,3,1
2016/1/7,88,3,1
2016/1/7,98,3,1
2016/1/7,29,3,1
2016/1/7,706,3,1
2016/1/7,56,3,1
2016/1/7,12,3,1
2016/1/7,7,3,1
2016/1/7,16,3,1
2016/1/7,28,3,1
2016/1/7,106,3,1
2016/1/7,12,3,1
2016/1/7,55,3,1
2016/1/7,102,3,1
2016/1/7,29,3,1
2016/1/7,11,3,1
2016/1/7,36,3,1
2016/1/7,29,3,1
2016/1/7,22,3,1
2016/1/7,60,3,1
